NAICS Sector Code,NAICS Codes,Sector,Subsector,NAICS Industry Description,Size Standards (millions of dollars),Size standards (number of employees)
31.0,315990,Sector 31 – 33 – Manufacturing,Subsector 315 – Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,,500.0
31.0,316110,Sector 31 – 33 – Manufacturing,Subsector 316 – Leather and Allied Product Manufacturing,Leather and Hide Tanning and Finishing,,500.0
31.0,316210,Sector 31 – 33 – Manufacturing,Subsector 316 – Leather and Allied Product Manufacturing,Footwear Manufacturing,,1000.0
31.0,316992,Sector 31 – 33 – Manufacturing,Subsector 316 – Leather and Allied Product Manufacturing,Women’s Handbag and Purse Manufacturing,,750.0
31.0,316998,Sector 31 – 33 – Manufacturing,Subsector 316 – Leather and Allied Product Manufacturing,All Other Leather Good and Allied Product Manufacturing,,500.0
32.0,321113,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Sawmills,,500.0
32.0,321114,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Wood Preservation  ,,500.0
32.0,321211,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Hardwood Veneer and Plywood Manufacturing  ,,500.0
32.0,321212,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Softwood Veneer and Plywood Manufacturing  ,,1250.0
32.0,321213,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Engineered Wood Member (except Truss) Manufacturing  ,,750.0
32.0,321214,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Truss Manufacturing  ,,500.0
32.0,321219,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Reconstituted Wood Product Manufacturing  ,,750.0
32.0,321911,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Wood Window and Door Manufacturing  ,,1000.0
32.0,321912,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,"Cut Stock, Resawing Lumber, and Planing  ",,500.0
32.0,321918,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Other Millwork (including Flooring)  ,,500.0
32.0,321920,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Wood Container and Pallet Manufacturing,,500.0
32.0,321991,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Manufactured Home (Mobile Home) Manufacturing,,1250.0
32.0,321992,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,Prefabricated Wood Building Manufacturing,,500.0
32.0,321999,Sector 31 – 33 – Manufacturing,Subsector 321 – Wood Product Manufacturing,All Other Miscellaneous Wood Product Manufacturing,,500.0
32.0,322110,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Pulp Mills,,750.0
32.0,322121,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Paper (except Newsprint) Mills,,1250.0
32.0,322122,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Newsprint Mills,,750.0
32.0,322130,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Paperboard Mills,,1250.0
32.0,322211,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Corrugated and Solid Fiber Box Manufacturing,,1250.0
32.0,322212,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Folding Paperboard Box Manufacturing,,750.0
32.0,322219,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Other Paperboard Container Manufacturing,,1000.0
32.0,322220,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Paper Bag and Coated and Treated Paper Manufacturing,,750.0
32.0,322230,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Stationery Product Manufacturing,,750.0
32.0,322291,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,Sanitary Paper Product Manufacturing,,1500.0
32.0,322299,Sector 31 – 33 – Manufacturing,Subsector 322 – Paper Manufacturing,All Other Converted Paper Product Manufacturing  ,,500.0
32.0,323111,Sector 31 – 33 – Manufacturing,Subsector 323 – Printing and Related Support Activities,Commercial Printing (except Screen and Books),,500.0
32.0,323113,Sector 31 – 33 – Manufacturing,Subsector 323 – Printing and Related Support Activities,Commercial Screen Printing,,500.0
32.0,323117,Sector 31 – 33 – Manufacturing,Subsector 323 – Printing and Related Support Activities,Books Printing,,1250.0
32.0,323120,Sector 31 – 33 – Manufacturing,Subsector 323 – Printing and Related Support Activities,Support Activities for Printing,,500.0
32.0,324110,Sector 31 – 33 – Manufacturing,Subsector 324 – Petroleum and Coal Products Manufacturing,Petroleum Refineries4,,1500.0
32.0,324121,Sector 31 – 33 – Manufacturing,Subsector 324 – Petroleum and Coal Products Manufacturing,Asphalt Paving Mixture and Block Manufacturing,,500.0
32.0,324122,Sector 31 – 33 – Manufacturing,Subsector 324 – Petroleum and Coal Products Manufacturing,Asphalt Shingle and Coating Materials Manufacturing,,750.0
32.0,324191,Sector 31 – 33 – Manufacturing,Subsector 324 – Petroleum and Coal Products Manufacturing,Petroleum Lubricating Oil and Grease Manufacturing,,750.0
32.0,324199,Sector 31 – 33 – Manufacturing,Subsector 324 – Petroleum and Coal Products Manufacturing,All Other Petroleum and Coal Products Manufacturing,,500.0
32.0,325110,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Petrochemical Manufacturing,,1000.0
32.0,325120,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Industrial Gas Manufacturing,,1000.0
32.0,325130,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Synthetic Dye and Pigment Manufacturing,,1000.0
32.0,325180,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,,1000.0
32.0,325193,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Ethyl Alcohol Manufacturing,,1000.0
32.0,325194,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",,1250.0
32.0,325199,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,All Other Basic Organic Chemical Manufacturing  ,,1250.0
32.0,325211,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Plastics Material and Resin Manufacturing,,1250.0
32.0,325212,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Synthetic Rubber Manufacturing,,1000.0
32.0,325220,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Artificial and Synthetic Fibers and Filaments Manufacturing,,1000.0
32.0,325311,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Nitrogenous Fertilizer Manufacturing,,1000.0
32.0,325312,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Phosphatic Fertilizer Manufacturing,,750.0
32.0,325314,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Fertilizer (Mixing Only) Manufacturing,,500.0
32.0,325320,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Pesticide and Other Agricultural Chemical Manufacturing,,1000.0
32.0,325411,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Medicinal and Botanical Manufacturing,,1000.0
32.0,325412,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Pharmaceutical Preparation Manufacturing,,1250.0
32.0,325413,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,In‑Vitro Diagnostic Substance Manufacturing,,1250.0
32.0,325414,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Biological Product (except Diagnostic) Manufacturing,,1250.0
32.0,325510,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Paint and Coating Manufacturing,,1000.0
32.0,325520,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Adhesive Manufacturing,,500.0
32.0,325611,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Soap and Other Detergent Manufacturing,,1000.0
32.0,325612,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Polish and Other Sanitation Good Manufacturing  ,,750.0
32.0,325613,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Surface Active Agent Manufacturing,,750.0
32.0,325620,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Toilet Preparation Manufacturing,,1250.0
32.0,325910,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Printing Ink Manufacturing,,500.0
32.0,325920,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Explosives Manufacturing,,750.0
32.0,325991,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,Custom Compounding of Purchased Resins,,500.0
32.0,325992,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,"Photographic Film, Paper, Plate and Chemical Manufacturing",,1500.0
32.0,325998,Sector 31 – 33 – Manufacturing,Subsector 325 – Chemical Manufacturing,All Other Miscellaneous Chemical Product and Preparation Manufacturing,,500.0
32.0,326111,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Plastic Bag and Pouch Manufacturing,,750.0
32.0,326112,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,,1000.0
32.0,326113,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,,750.0
32.0,326121,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Unlaminated Plastics Profile Shape Manufacturing,,500.0
32.0,326122,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Plastics Pipe and Pipe Fitting Manufacturing,,750.0
32.0,326130,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",,500.0
32.0,326140,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Polystyrene Foam Product Manufacturing,,1000.0
32.0,326150,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Urethane and Other Foam Product (except Polystyrene) Manufacturing,,750.0
32.0,326160,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Plastics Bottle Manufacturing,,1250.0
32.0,326191,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Plastics Plumbing Fixture Manufacturing,,750.0
32.0,326199,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,All Other Plastics Product Manufacturing,,750.0
32.0,326211,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Tire Manufacturing (except Retreading)5,,1500.0
32.0,326212,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Tire Retreading,,500.0
32.0,326220,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Rubber and Plastics Hoses and Belting Manufacturing,,750.0
32.0,326291,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing for Mechanical Use,,750.0
32.0,326299,Sector 31 – 33 – Manufacturing,Subsector 326 – Plastics and Rubber Products Manufacturing,All Other Rubber Product Manufacturing,,500.0
32.0,327110,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",,1000.0
32.0,327120,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Clay Building Material and Refractories Manufacturing,,750.0
32.0,327211,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Flat Glass Manufacturing,,1000.0
32.0,327212,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Other Pressed and Blown Glass and Glassware Manufacturing,,1250.0
32.0,327213,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Glass Container Manufacturing,,1250.0
32.0,327215,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Glass Product Manufacturing Made of Purchased Glass,,1000.0
32.0,327310,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Cement Manufacturing,,1000.0
32.0,327320,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Ready‑Mix Concrete Manufacturing,,500.0
32.0,327331,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Concrete Block and Brick Manufacturing,,500.0
32.0,327332,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Concrete Pipe Manufacturing,,750.0
32.0,327390,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Other Concrete Product Manufacturing,,500.0
32.0,327410,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Lime Manufacturing,,750.0
32.0,327420,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Gypsum Product Manufacturing,,1500.0
32.0,327910,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Abrasive Product Manufacturing,,750.0
32.0,327991,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Cut Stone and Stone Product Manufacturing,,500.0
32.0,327992,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Ground or Treated Mineral and Earth Manufacturing,,500.0
32.0,327993,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,Mineral Wool Manufacturing,,1500.0
32.0,327999,Sector 31 – 33 – Manufacturing,Subsector 327 – Nonmetallic Mineral Product Manufacturing,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,,500.0
33.0,331110,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,,1500.0
33.0,331210,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,,1000.0
33.0,331221,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Rolled Steel Shape Manufacturing,,1000.0
33.0,331222,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Steel Wire Drawing,,1000.0
33.0,331313,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Alumina Refining and Primary Aluminum Production,,1000.0
33.0,331314,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Secondary Smelting and Alloying of Aluminum,,750.0
33.0,331315,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,"Aluminum Sheet, Plate and Foil Manufacturing",,1250.0
33.0,331318,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,"Other Aluminum Rolling, Drawing, and Extruding",,750.0
33.0,331410,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Smelting and Refining,,1000.0
33.0,331420,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,"Copper Rolling, Drawing, Extruding, and Alloying",,1000.0
33.0,331491,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing and Extruding",,750.0
33.0,331492,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)  ",,750.0
33.0,331511,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Iron Foundries,,1000.0
33.0,331512,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Steel Investment Foundries,,1000.0
33.0,331513,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Steel Foundries (except Investment),,500.0
33.0,331523,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Nonferrous Metal Die-Casting Foundries,,500.0
33.0,331524,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Aluminum Foundries (except Die‑Casting),,500.0
33.0,331529,Sector 31 – 33 – Manufacturing,Subsector 331 – Primary Metal Manufacturing,Other Nonferrous Metal Foundries (except Die-Casting),,500.0
33.0,332111,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Iron and Steel Forging,,750.0
33.0,332112,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Nonferrous Forging,,750.0
33.0,332114,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Custom Roll Forming,,500.0
33.0,332117,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Powder Metallurgy Part Manufacturing,,500.0
33.0,332119,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,500.0
33.0,332215,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",,750.0
33.0,332216,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Saw Blade and Handtool Manufacturing,,750.0
33.0,332311,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Prefabricated Metal Building and Component Manufacturing,,750.0
33.0,332312,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Fabricated Structural Metal Manufacturing,,500.0
33.0,332313,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Plate Work Manufacturing,,750.0
33.0,332321,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Metal Window and Door Manufacturing,,750.0
33.0,332322,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Sheet Metal Work Manufacturing,,500.0
33.0,332323,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Ornamental and Architectural Metal Work Manufacturing,,500.0
33.0,332410,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Power Boiler and Heat Exchanger Manufacturing  ,,750.0
33.0,332420,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,,750.0
33.0,332431,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Metal Can Manufacturing,,1500.0
33.0,332439,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Other Metal Container Manufacturing,,500.0
33.0,332510,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Hardware Manufacturing,,750.0
33.0,332613,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Spring Manufacturing,,500.0
33.0,332618,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Other Fabricated Wire Product Manufacturing,,500.0
33.0,332710,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Machine Shops,,500.0
33.0,332721,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Precision Turned Product Manufacturing,,500.0
33.0,332722,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,"Bolt, Nut, Screw, Rivet and Washer Manufacturing",,500.0
33.0,332811,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Metal Heat Treating,,750.0
33.0,332812,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,500.0
33.0,332813,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,"Electroplating, Plating, Polishing, Anodizing and Coloring",,500.0
33.0,332911,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Industrial Valve Manufacturing,,750.0
33.0,332912,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Fluid Power Valve and Hose Fitting Manufacturing,,1000.0
33.0,332913,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Plumbing Fixture Fitting and Trim Manufacturing,,1000.0
33.0,332919,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Other Metal Valve and Pipe Fitting Manufacturing,,750.0
33.0,332991,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Ball and Roller Bearing Manufacturing,,1250.0
33.0,332992,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Small Arms Ammunition Manufacturing,,1250.0
33.0,332993,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Ammunition (except Small Arms) Manufacturing,,1500.0
33.0,332994,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",,1000.0
33.0,332996,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,Fabricated Pipe and Pipe Fitting Manufacturing,,500.0
33.0,332999,Sector 31 – 33 – Manufacturing,Subsector 332 – Fabricated Metal Product Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,,750.0
33.0,333111,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Farm Machinery and Equipment Manufacturing  ,,1250.0
33.0,333112,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,,1500.0
33.0,333120,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Construction Machinery Manufacturing,,1250.0
33.0,333131,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Mining Machinery and Equipment Manufacturing,,500.0
33.0,333132,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Oil and Gas Field Machinery and Equipment Manufacturing,,1250.0
33.0,333241,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Food Product Machinery Manufacturing,,500.0
33.0,333242,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Semiconductor Machinery Manufacturing,,1500.0
33.0,333243,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,"Sawmill, Woodworking, and Paper Machinery Manufacturing",,500.0
33.0,333244,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Printing Machinery and Equipment Manufacturing,,750.0
33.0,333249,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Other Industrial Machinery Manufacturing,,500.0
33.0,333314,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Optical Instrument and Lens Manufacturing,,500.0
33.0,333316,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Photographic and Photocopying Equipment Manufacturing,,1000.0
33.0,333318,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Other Commercial and Service Industry Machinery Manufacturing,,1000.0
33.0,333413,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,500.0
33.0,333414,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Heating Equipment (except Warm Air Furnaces) Manufacturing,,500.0
33.0,333415,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Air‑Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,1250.0
33.0,333511,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Industrial Mold Manufacturing,,500.0
33.0,333514,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,"Special Die and Tool, Die Set, Jig and Fixture Manufacturing",,500.0
33.0,333515,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Cutting Tool and Machine Tool Accessory Manufacturing,,500.0
33.0,333517,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Machine Tool Manufacturing,,500.0
33.0,333519,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Rolling Mill and Other Metalworking Machinery Manufacturing,,500.0
33.0,333611,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Turbine and Turbine Generator Set Unit Manufacturing,,1500.0
33.0,333612,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,"Speed Changer, Industrial High‑Speed Drive and Gear Manufacturing",,750.0
33.0,333613,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Mechanical Power Transmission Equipment Manufacturing,,750.0
33.0,333618,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Other Engine Equipment Manufacturing,,1500.0
33.0,333912,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Air and Gas Compressor Manufacturing,,1000.0
33.0,333914,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",,750.0
33.0,333921,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Elevator and Moving Stairway Manufacturing,,1000.0
33.0,333922,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Conveyor and Conveying Equipment Manufacturing  ,,500.0
33.0,333923,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,"Overhead Traveling Crane, Hoist and Monorail System Manufacturing",,1250.0
33.0,333924,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,"Industrial Truck, Tractor, Trailer and Stacker Machinery Manufacturing",,750.0
33.0,333991,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Power‑Driven Hand Tool Manufacturing,,500.0
33.0,333992,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Welding and Soldering Equipment Manufacturing,,1250.0
33.0,333993,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Packaging Machinery Manufacturing,,500.0
33.0,333994,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Industrial Process Furnace and Oven Manufacturing,,500.0
33.0,333995,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Fluid Power Cylinder and Actuator Manufacturing,,750.0
